Dia;Mes;Año;Temperatura media;Humedad media;Rocío medio;Presión media;Velocidad media;Racha media;Dirección media;Precipitación mensual;Precipitación anual;Intensidad máxima por minuto;Temperatura máxima;Temperatura mínima;Humedad máxima;Humedad mínima;Presión máxima;Presión mínima;Velocidad media máxima;Racha máxima
4;Agosto;2020;24.9°C;42%;10.6°C;101.1 kPa;0.4 km/h;2.2 km/h;104° (ESE);0.0 mm;24.4 mm;0.0 mm el 04 a las 23:59;32.2°C el 04 a las 18:46;17.6°C el 04 a las 08:19;63% el 04 a las 08:16;24% el 04 a las 21:15;101.4 kPa el 04 a las 09:32;100.9 kPa el 04 a las 19:55;9.3 km/h el 04 a las 16:58;16.7 km/h  del 05°(N) el 04 a las 16:57
5;Agosto;2020;26.8°C;40%;11.1°C;100.9 kPa;0.4 km/h;1.6 km/h;200° (SSO);0.0 mm;24.4 mm;0.0 mm el 05 a las 23:59;35.2°C el 05 a las 18:48;17.9°C el 05 a las 07:55;67% el 05 a las 10:07;21% el 05 a las 20:00;101.1 kPa el 05 a las 08:57;100.7 kPa el 05 a las 20:16;14.8 km/h el 05 a las 14:26;24.1 km/h  del 203°(SSO) el 05 a las 17:17
6;Agosto;2020;28.7°C;41%;13.4°C;101.0 kPa;0.6 km/h;1.8 km/h;197° (SSO);0.0 mm;24.4 mm;0.0 mm el 06 a las 23:59;36.6°C el 06 a las 20:17;22.3°C el 06 a las 08:03;61% el 06 a las 10:32;25% el 06 a las 19:22;101.2 kPa el 06 a las 10:47;100.9 kPa el 06 a las 00:04;14.8 km/h el 06 a las 18:19;25.9 km/h  del 219°(SO) el 06 a las 18:18
7;Agosto;2020;29.9°C;40%;14.0°C;101.2 kPa;0.4 km/h;1.6 km/h;201° (SSO);0.0 mm;24.4 mm;0.0 mm el 07 a las 23:59;37.1°C el 07 a las 19:57;22.4°C el 07 a las 08:21;62% el 07 a las 08:17;25% el 07 a las 20:07;101.4 kPa el 07 a las 10:40;101.1 kPa el 07 a las 20:28;14.8 km/h el 07 a las 18:42;22.2 km/h  del 226°(SO) el 07 a las 15:30
8;Agosto;2020;28.3°C;40%;12.9°C;101.4 kPa;0.1 km/h;0.6 km/h;248° (OSO);0.0 mm;24.4 mm;0.0 mm el 08 a las 23:59;34.3°C el 08 a las 20:12;20.9°C el 08 a las 07:38;56% el 08 a las 08:18;27% el 08 a las 20:21;101.6 kPa el 08 a las 11:33;101.2 kPa el 08 a las 20:28;7.4 km/h el 08 a las 16:01;18.5 km/h  del 216°(SO) el 08 a las 15:09
9;Agosto;2020;28.8°C;37%;12.2°C;101.1 kPa;0.9 km/h;2.5 km/h;251° (OSO);0.0 mm;24.4 mm;0.0 mm el 09 a las 23:58;36.3°C el 09 a las 18:39;20.1°C el 09 a las 08:25;57% el 09 a las 08:45;22% el 09 a las 18:41;101.4 kPa el 09 a las 01:30;100.7 kPa el 09 a las 20:18;18.5 km/h el 09 a las 17:59;29.6 km/h  del 211°(SSO) el 09 a las 15:15
10;Agosto;2020;26.4°C;45%;13.1°C;100.8 kPa;0.9 km/h;2.8 km/h;215° (SO);1.2 mm;25.6 mm;0.4 mm el 10 a las 07:37;31.3°C el 10 a las 19:18;20.1°C el 10 a las 08:41;74% el 10 a las 09:20;30% el 10 a las 19:34;101.0 kPa el 10 a las 13:17;100.7 kPa el 10 a las 06:58;20.4 km/h el 10 a las 23:09;33.3 km/h  del 193°(SSO) el 10 a las 23:09
11;Agosto;2020;19.4°C;80%;15.6°C;101.1 kPa;0.4 km/h;1.3 km/h;24° (NNE);24.2 mm;48.6 mm;1.0 mm el 11 a las 11:48;22.7°C el 11 a las 03:17;15.3°C el 11 a las 23:59;93% el 11 a las 14:26;61% el 11 a las 04:00;101.4 kPa el 11 a las 19:23;100.9 kPa el 11 a las 00:06;11.1 km/h el 11 a las 11:18;18.5 km/h  del 360°(N) el 11 a las 11:17
12;Agosto;2020;19.4°C;73%;13.7°C;101.3 kPa;1.1 km/h;3.1 km/h;195° (SSO);24.4 mm;48.8 mm;0.2 mm el 12 a las 04:19;26.5°C el 12 a las 18:47;13.2°C el 12 a las 08:12;94% el 12 a las 09:55;40% el 12 a las 20:07;101.5 kPa el 12 a las 12:25;101.2 kPa el 12 a las 19:57;16.7 km/h el 12 a las 16:18;27.8 km/h  del 197°(SSO) el 12 a las 16:32
13;Agosto;2020;22.5°C;57%;12.8°C;101.3 kPa;0.8 km/h;2.2 km/h;252° (OSO);24.4 mm;48.8 mm;0.0 mm el 13 a las 23:59;29.1°C el 13 a las 19:41;15.2°C el 13 a las 08:19;85% el 13 a las 08:21;33% el 13 a las 18:52;101.5 kPa el 13 a las 11:05;101.2 kPa el 13 a las 20:17;14.8 km/h el 13 a las 16:56;22.2 km/h  del 214°(SO) el 13 a las 19:13
14;Agosto;2020;23.8°C;52%;12.4°C;101.1 kPa;0.5 km/h;1.6 km/h;226° (SO);24.4 mm;48.8 mm;0.0 mm el 14 a las 23:59;31.0°C el 14 a las 18:41;15.7°C el 14 a las 06:41;82% el 14 a las 07:46;29% el 14 a las 17:29;101.3 kPa el 14 a las 01:41;100.9 kPa el 14 a las 20:35;14.8 km/h el 14 a las 14:23;22.2 km/h  del 219°(SO) el 14 a las 18:18
15;Agosto;2020;19.8°C;49%;8.5°C;101.1 kPa;0.8 km/h;2.4 km/h;276° (O);24.4 mm;48.8 mm;0.0 mm el 15 a las 09:00;26.7°C el 15 a las 13:48;15.1°C el 15 a las 08:32;66% el 15 a las 08:48;25% el 15 a las 13:50;101.2 kPa el 15 a las 11:20;101.0 kPa el 15 a las 05:16;16.7 km/h el 15 a las 13:49;27.8 km/h  del 193°(SSO) el 15 a las 11:53
16;Agosto;2020;24.6°C;38%;9.2°C;101.2 kPa;1.7 km/h;5.3 km/h;257° (OSO);24.4 mm;48.8 mm;0.0 mm el 16 a las 23:59;27.7°C el 16 a las 19:29;19.1°C el 16 a las 10:04;54% el 16 a las 10:05;30% el 16 a las 20:50;101.3 kPa el 16 a las 11:50;101.1 kPa el 16 a las 19:42;14.8 km/h el 16 a las 18:17;25.9 km/h  del 208°(SSO) el 16 a las 18:09
17;Agosto;2020;21.4°C;54%;11.1°C;101.3 kPa;0.9 km/h;2.7 km/h;253° (OSO);24.4 mm;48.8 mm;0.0 mm el 17 a las 23:59;27.7°C el 17 a las 19:26;15.0°C el 17 a las 08:25;80% el 17 a las 08:18;34% el 17 a las 16:13;101.4 kPa el 17 a las 12:18;101.1 kPa el 17 a las 19:50;16.7 km/h el 17 a las 16:48;27.8 km/h  del 205°(SSO) el 17 a las 16:48
18;Agosto;2020;23.9°C;57%;14.5°C;101.2 kPa;0.9 km/h;2.8 km/h;261° (O);24.4 mm;48.8 mm;0.0 mm el 18 a las 23:59;29.4°C el 18 a las 18:39;18.0°C el 18 a las 08:05;78% el 18 a las 07:45;38% el 18 a las 19:17;101.4 kPa el 18 a las 11:03;101.0 kPa el 18 a las 20:18;13.0 km/h el 18 a las 18:11;22.2 km/h  del 213°(SSO) el 18 a las 15:46
19;Agosto;2020;24.3°C;49%;11.3°C;100.8 kPa;0.9 km/h;2.8 km/h;228° (SO);24.4 mm;48.8 mm;0.0 mm el 19 a las 23:59;31.9°C el 19 a las 18:30;15.7°C el 19 a las 08:18;83% el 19 a las 08:59;23% el 19 a las 16:36;101.1 kPa el 19 a las 01:40;100.5 kPa el 19 a las 20:26;18.5 km/h el 19 a las 15:53;25.9 km/h  del 205°(SSO) el 19 a las 15:53
20;Agosto;2020;24.1°C;34%;6.3°C;100.7 kPa;1.2 km/h;3.3 km/h;251° (OSO);24.4 mm;48.8 mm;0.0 mm el 20 a las 23:59;32.8°C el 20 a las 18:35;14.6°C el 20 a las 08:29;59% el 20 a las 08:23;15% el 20 a las 20:13;100.8 kPa el 20 a las 11:24;100.5 kPa el 20 a las 19:42;16.7 km/h el 20 a las 14:28;27.8 km/h  del 202°(SSO) el 20 a las 15:53
21;Agosto;2020;25.2°C;55%;14.9°C;101.1 kPa;1.8 km/h;5.2 km/h;226° (SO);24.4 mm;48.8 mm;0.0 mm el 21 a las 23:59;30.9°C el 21 a las 19:47;19.9°C el 21 a las 08:38;84% el 21 a las 09:00;33% el 21 a las 00:07;101.5 kPa el 21 a las 23:59;100.8 kPa el 21 a las 00:08;20.4 km/h el 21 a las 16:29;31.5 km/h  del 191°(S) el 21 a las 16:29
22;Agosto;2020;24.7°C;49%;11.9°C;101.7 kPa;0.3 km/h;1.4 km/h;314° (NO);24.4 mm;48.8 mm;0.0 mm el 22 a las 23:59;32.2°C el 22 a las 18:33;16.9°C el 22 a las 08:07;80% el 22 a las 08:16;25% el 22 a las 21:41;101.9 kPa el 22 a las 11:39;101.5 kPa el 22 a las 00:05;5.6 km/h el 22 a las 19:07;18.5 km/h  del 020°(NNE) el 22 a las 16:27
23;Agosto;2020;24.5°C;37%;8.1°C;101.6 kPa;0.1 km/h;0.9 km/h;44° (NE);24.4 mm;48.8 mm;0.0 mm el 23 a las 23:59;31.9°C el 23 a las 20:04;17.0°C el 23 a las 08:11;59% el 23 a las 09:43;19% el 23 a las 19:33;101.8 kPa el 23 a las 09:01;101.3 kPa el 23 a las 21:29;5.6 km/h el 23 a las 15:36;11.1 km/h  del 140°(SE) el 23 a las 17:00
24;Agosto;2020;25.1°C;44%;11.5°C;101.3 kPa;0.2 km/h;1.1 km/h;172° (S);24.4 mm;48.8 mm;0.0 mm el 24 a las 23:59;32.5°C el 24 a las 18:37;18.4°C el 24 a las 08:15;63% el 24 a las 11:49;25% el 24 a las 18:38;101.5 kPa el 24 a las 09:37;101.0 kPa el 24 a las 19:54;7.4 km/h el 24 a las 17:08;18.5 km/h  del 05°(N) el 24 a las 16:27
25;Agosto;2020;26.1°C;42%;11.3°C;101.2 kPa;0.6 km/h;1.8 km/h;213° (SSO);24.4 mm;48.8 mm;0.0 mm el 25 a las 23:59;34.2°C el 25 a las 18:42;17.4°C el 25 a las 08:17;64% el 25 a las 10:52;21% el 25 a las 20:10;101.4 kPa el 25 a las 12:04;101.1 kPa el 25 a las 19:47;13.0 km/h el 25 a las 16:00;25.9 km/h  del 220°(SO) el 25 a las 15:59
29;Agosto;2020;20.5°C;40%;6.2°C;100.7 kPa;4.5 km/h;9.8 km/h;8° (N);24.4 mm;48.8 mm;0.0 mm el 29 a las 23:59;34.8°C el 29 a las 11:02;15.4°C el 29 a las 23:59;56% el 29 a las 23:59;21% el 29 a las 11:02;101.4 kPa el 29 a las 11:01;100.6 kPa el 29 a las 17:40;14.8 km/h el 29 a las 18:55;27.8 km/h  del 014°(NNE) el 29 a las 18:14
30;Agosto;2020;16.3°C;49%;4.9°C;101.3 kPa;0.2 km/h;1.3 km/h;66° (ENE);24.4 mm;48.8 mm;0.0 mm el 30 a las 23:59;22.7°C el 30 a las 15:21;9.7°C el 30 a las 08:30;69% el 30 a las 09:01;32% el 30 a las 17:16;101.7 kPa el 30 a las 23:59;101.0 kPa el 30 a las 00:04;5.6 km/h el 30 a las 16:56;16.7 km/h  del 078°(ENE) el 30 a las 20:09
31;Agosto;2020;17.2°C;47%;4.9°C;101.7 kPa;0.3 km/h;1.2 km/h;137° (SE);24.4 mm;48.8 mm;0.0 mm el 31 a las 23:57;23.9°C el 31 a las 17:18;9.7°C el 31 a las 08:02;73% el 31 a las 08:19;26% el 31 a las 20:33;102.0 kPa el 31 a las 10:51;101.5 kPa el 31 a las 19:35;9.3 km/h el 31 a las 15:21;18.5 km/h  del 212°(SSO) el 31 a las 15:42
1;Septiembre;2020;19.1°C;40%;4.7°C;101.3 kPa;0.2 km/h;0.7 km/h;205° (SSO);0.0 mm;88.2 mm;0.0 mm el 01 a las 00:00;26.3°C el 01 a las 19:00;13.0°C el 01 a las 06:03;60% el 01 a las 07:44;24% el 01 a las 18:58;101.5 kPa el 01 a las 02:32;101.0 kPa el 01 a las 19:48;5.6 km/h el 01 a las 17:00;14.8 km/h  del 211°(SSO) el 01 a las 16:59
2;Septiembre;2020;21.2°C;42%;7.3°C;101.4 kPa;0.2 km/h;1.4 km/h;119° (ESE);0.0 mm;88.2 mm;0.0 mm el 02 a las 23:59;28.2°C el 02 a las 18:32;14.7°C el 02 a las 08:40;58% el 02 a las 09:09;27% el 02 a las 18:50;101.6 kPa el 02 a las 23:59;101.1 kPa el 02 a las 00:03;7.4 km/h el 02 a las 17:17;14.8 km/h  del 184°(S) el 02 a las 16:11
3;Septiembre;2020;21.9°C;43%;8.0°C;101.8 kPa;0.2 km/h;0.9 km/h;173° (S);0.0 mm;88.2 mm;0.0 mm el 03 a las 23:59;29.9°C el 03 a las 17:38;13.2°C el 03 a las 07:38;64% el 03 a las 07:44;25% el 03 a las 19:51;102.0 kPa el 03 a las 11:03;101.6 kPa el 03 a las 00:23;9.3 km/h el 03 a las 18:16;18.5 km/h  del 212°(SSO) el 03 a las 18:15
4;Septiembre;2020;23.0°C;46%;9.9°C;102.0 kPa;0.2 km/h;1.0 km/h;195° (SSO);0.0 mm;88.2 mm;0.0 mm el 04 a las 23:59;30.6°C el 04 a las 15:55;15.8°C el 04 a las 08:20;69% el 04 a las 08:49;27% el 04 a las 19:23;102.2 kPa el 04 a las 11:39;101.8 kPa el 04 a las 20:22;5.6 km/h el 04 a las 14:01;13.0 km/h  del 202°(SSO) el 04 a las 11:37
5;Septiembre;2020;23.4°C;46%;10.3°C;101.6 kPa;0.1 km/h;0.5 km/h;184° (S);0.0 mm;88.2 mm;0.0 mm el 05 a las 23:59;31.6°C el 05 a las 15:57;14.6°C el 05 a las 07:38;75% el 05 a las 09:23;26% el 05 a las 19:58;101.9 kPa el 05 a las 02:55;101.3 kPa el 05 a las 21:12;5.6 km/h el 05 a las 18:09;11.1 km/h  del 195°(SSO) el 05 a las 18:09
6;Septiembre;2020;24.1°C;44%;9.9°C;101.4 kPa;0.4 km/h;1.7 km/h;202° (SSO);0.0 mm;88.2 mm;0.0 mm el 06 a las 23:58;31.5°C el 06 a las 15:58;15.2°C el 06 a las 08:31;70% el 06 a las 07:43;24% el 06 a las 18:13;101.6 kPa el 06 a las 03:29;101.1 kPa el 06 a las 19:39;11.1 km/h el 06 a las 16:24;20.4 km/h  del 211°(SSO) el 06 a las 17:35
7;Septiembre;2020;20.4°C;44%;7.1°C;101.6 kPa;0.4 km/h;2.2 km/h;74° (ENE);0.0 mm;88.2 mm;0.0 mm el 07 a las 23:59;25.9°C el 07 a las 17:40;13.9°C el 07 a las 08:48;64% el 07 a las 09:15;24% el 07 a las 19:34;101.9 kPa el 07 a las 23:56;101.3 kPa el 07 a las 00:31;7.4 km/h el 07 a las 13:35;16.7 km/h  del 072°(ENE) el 07 a las 23:11
8;Septiembre;2020;18.7°C;47%;6.7°C;102.0 kPa;0.3 km/h;2.1 km/h;110° (ESE);0.0 mm;88.2 mm;0.0 mm el 08 a las 23:59;25.0°C el 08 a las 17:28;11.7°C el 08 a las 08:33;67% el 08 a las 08:40;30% el 08 a las 18:22;102.2 kPa el 08 a las 10:36;101.8 kPa el 08 a las 18:39;5.6 km/h el 08 a las 15:51;16.7 km/h  del 193°(SSO) el 08 a las 15:50
9;Septiembre;2020;19.8°C;47%;7.5°C;101.9 kPa;0.3 km/h;1.1 km/h;204° (SSO);0.0 mm;88.2 mm;0.0 mm el 09 a las 23:59;27.3°C el 09 a las 17:30;11.8°C el 09 a las 08:41;72% el 09 a las 07:45;30% el 09 a las 19:05;102.2 kPa el 09 a las 10:46;101.7 kPa el 09 a las 19:18;11.1 km/h el 09 a las 15:17;18.5 km/h  del 218°(SO) el 09 a las 15:15
10;Septiembre;2020;22.4°C;48%;10.2°C;101.6 kPa;0.2 km/h;0.9 km/h;54° (NE);0.0 mm;88.2 mm;0.0 mm el 10 a las 23:59;28.9°C el 10 a las 16:03;16.6°C el 10 a las 08:40;67% el 10 a las 07:43;31% el 10 a las 18:35;101.9 kPa el 10 a las 10:35;101.3 kPa el 10 a las 20:52;5.6 km/h el 10 a las 15:25;16.7 km/h  del 197°(SSO) el 10 a las 15:07
11;Septiembre;2020;23.4°C;42%;9.2°C;101.3 kPa;0.2 km/h;1.0 km/h;315° (NO);0.0 mm;88.2 mm;0.0 mm el 11 a las 23:59;30.5°C el 11 a las 16:02;16.6°C el 11 a las 08:52;59% el 11 a las 09:04;27% el 11 a las 19:08;101.4 kPa el 11 a las 02:18;101.0 kPa el 11 a las 19:14;9.3 km/h el 11 a las 14:10;18.5 km/h  del 211°(SSO) el 11 a las 14:09
12;Septiembre;2020;25.4°C;36%;8.7°C;101.4 kPa;0.1 km/h;0.4 km/h;207° (SSO);0.0 mm;88.2 mm;0.0 mm el 12 a las 23:59;30.9°C el 12 a las 17:07;20.4°C el 12 a las 00:52;49% el 12 a las 16:02;26% el 12 a las 19:35;101.6 kPa el 12 a las 23:59;101.2 kPa el 12 a las 00:25;5.6 km/h el 12 a las 17:48;14.8 km/h  del 211°(SSO) el 12 a las 17:47
13;Septiembre;2020;24.1°C;44%;10.5°C;101.8 kPa;0.4 km/h;1.6 km/h;192° (SSO);0.0 mm;88.2 mm;0.0 mm el 13 a las 23:59;30.8°C el 13 a las 16:49;18.3°C el 13 a las 08:35;63% el 13 a las 09:11;28% el 13 a las 18:59;102.0 kPa el 13 a las 11:52;101.6 kPa el 13 a las 00:09;9.3 km/h el 13 a las 17:01;18.5 km/h  del 224°(SO) el 13 a las 17:31
14;Septiembre;2020;23.6°C;50%;12.3°C;101.8 kPa;0.3 km/h;1.3 km/h;180° (S);0.0 mm;88.2 mm;0.0 mm el 14 a las 23:59;29.3°C el 14 a las 17:57;17.6°C el 14 a las 07:53;69% el 14 a las 08:54;33% el 14 a las 19:32;102.0 kPa el 14 a las 11:25;101.5 kPa el 14 a las 19:35;11.1 km/h el 14 a las 20:52;24.1 km/h  del 205°(SSO) el 14 a las 21:55
15;Septiembre;2020;21.4°C;70%;15.2°C;101.8 kPa;0.3 km/h;1.1 km/h;254° (OSO);8.0 mm;96.2 mm;1.2 mm el 15 a las 01:43;27.3°C el 15 a las 15:58;16.4°C el 15 a las 04:19;93% el 15 a las 10:43;44% el 15 a las 18:46;102.0 kPa el 15 a las 12:05;101.6 kPa el 15 a las 20:35;14.8 km/h el 15 a las 01:42;27.8 km/h  del 254°(OSO) el 15 a las 01:42
16;Septiembre;2020;21.8°C;62%;13.5°C;101.6 kPa;0.4 km/h;1.2 km/h;201° (SSO);10.6 mm;98.8 mm;0.4 mm el 16 a las 22:31;29.2°C el 16 a las 15:47;15.6°C el 16 a las 08:38;86% el 16 a las 23:47;35% el 16 a las 19:14;101.8 kPa el 16 a las 02:27;101.2 kPa el 16 a las 21:05;16.7 km/h el 16 a las 22:31;33.3 km/h  del 229°(SO) el 16 a las 22:33
17;Septiembre;2020;20.0°C;79%;15.9°C;101.2 kPa;0.8 km/h;2.3 km/h;225° (SO);21.2 mm;109.4 mm;0.6 mm el 17 a las 20:28;24.7°C el 17 a las 17:27;16.9°C el 17 a las 23:59;92% el 17 a las 23:59;57% el 17 a las 17:29;101.5 kPa el 17 a las 01:30;100.9 kPa el 17 a las 19:28;13.0 km/h el 17 a las 16:55;24.1 km/h  del 196°(SSO) el 17 a las 22:45
18;Septiembre;2020;16.8°C;88%;14.8°C;101.1 kPa;0.7 km/h;1.9 km/h;210° (SSO);33.4 mm;121.6 mm;1.2 mm el 18 a las 17:13;21.1°C el 18 a las 14:23;14.5°C el 18 a las 22:20;93% el 18 a las 23:59;67% el 18 a las 14:24;101.3 kPa el 18 a las 22:28;100.9 kPa el 18 a las 06:05;11.1 km/h el 18 a las 17:44;24.1 km/h  del 192°(SSO) el 18 a las 15:36
19;Septiembre;2020;15.7°C;88%;13.6°C;101.4 kPa;1.7 km/h;4.6 km/h;232° (SO);49.6 mm;137.8 mm;1.0 mm el 19 a las 01:21;17.8°C el 19 a las 14:59;13.4°C el 19 a las 01:50;94% el 19 a las 07:53;78% el 19 a las 19:35;101.7 kPa el 19 a las 23:58;101.1 kPa el 19 a las 00:56;14.8 km/h el 19 a las 10:22;29.6 km/h  del 205°(SSO) el 19 a las 12:59
20;Septiembre;2020;17.6°C;82%;14.3°C;101.6 kPa;0.8 km/h;2.8 km/h;241° (OSO);49.8 mm;138.0 mm;0.2 mm el 20 a las 02:24;21.6°C el 20 a las 17:16;14.9°C el 20 a las 08:39;95% el 20 a las 08:43;66% el 20 a las 18:10;101.7 kPa el 20 a las 11:18;101.5 kPa el 20 a las 17:43;14.8 km/h el 20 a las 16:11;27.8 km/h  del 286°(ONO) el 20 a las 15:13
21;Septiembre;2020;17.5°C;73%;12.1°C;101.6 kPa;0.5 km/h;1.5 km/h;237° (OSO);49.8 mm;138.0 mm;0.0 mm el 21 a las 23:59;23.1°C el 21 a las 15:07;12.6°C el 21 a las 08:23;93% el 21 a las 10:24;44% el 21 a las 15:38;101.7 kPa el 21 a las 11:44;101.4 kPa el 21 a las 18:41;11.1 km/h el 21 a las 15:45;20.4 km/h  del 207°(SSO) el 21 a las 15:44
22;Septiembre;2020;17.6°C;70%;11.7°C;101.4 kPa;0.7 km/h;2.1 km/h;213° (SSO);49.8 mm;138.0 mm;0.0 mm el 22 a las 23:59;23.3°C el 22 a las 16:02;11.9°C el 22 a las 08:33;90% el 22 a las 09:25;46% el 22 a las 16:18;101.5 kPa el 22 a las 11:30;101.1 kPa el 22 a las 19:00;13.0 km/h el 22 a las 16:18;22.2 km/h  del 196°(SSO) el 22 a las 16:09
23;Septiembre;2020;18.7°C;73%;13.7°C;101.2 kPa;0.7 km/h;3.0 km/h;238° (OSO);49.8 mm;138.0 mm;0.0 mm el 23 a las 23:59;23.1°C el 23 a las 17:43;15.2°C el 23 a las 02:43;89% el 23 a las 09:37;54% el 23 a las 16:49;101.3 kPa el 23 a las 23:59;101.0 kPa el 23 a las 17:56;14.8 km/h el 23 a las 15:52;31.5 km/h  del 193°(SSO) el 23 a las 14:43
24;Septiembre;2020;17.9°C;78%;13.8°C;101.3 kPa;1.0 km/h;3.4 km/h;307° (NO);63.8 mm;152.0 mm;0.6 mm el 24 a las 07:38;21.4°C el 24 a las 17:05;15.4°C el 24 a las 23:59;94% el 24 a las 11:07;50% el 24 a las 20:33;101.6 kPa el 24 a las 23:59;101.2 kPa el 24 a las 17:57;11.1 km/h el 24 a las 19:50;22.2 km/h  del 214°(SO) el 24 a las 11:02
25;Septiembre;2020;14.7°C;54%;5.2°C;101.9 kPa;8.8 km/h;16.9 km/h;355° (N);63.8 mm;152.0 mm;0.0 mm el 25 a las 23:59;17.8°C el 25 a las 16:29;12.1°C el 25 a las 09:47;66% el 25 a las 03:28;40% el 25 a las 17:24;102.2 kPa el 25 a las 23:56;101.5 kPa el 25 a las 05:34;22.2 km/h el 25 a las 11:29;42.6 km/h  del 329°(NNO) el 25 a las 11:49
26;Septiembre;2020;14.4°C;58%;6.0°C;101.9 kPa;2.7 km/h;6.2 km/h;349° (N);63.8 mm;152.0 mm;0.0 mm el 26 a las 23:59;20.3°C el 26 a las 17:37;8.0°C el 26 a las 08:05;79% el 26 a las 07:43;39% el 26 a las 15:54;102.3 kPa el 26 a las 01:20;101.4 kPa el 26 a las 23:59;16.7 km/h el 26 a las 18:05;31.5 km/h  del 351°(N) el 26 a las 18:04
27;Septiembre;2020;16.7°C;61%;8.6°C;101.3 kPa;1.8 km/h;4.4 km/h;343° (NNO);63.8 mm;152.0 mm;0.0 mm el 27 a las 23:59;21.4°C el 27 a las 15:39;12.1°C el 27 a las 23:59;81% el 27 a las 09:40;40% el 27 a las 20:00;101.6 kPa el 27 a las 23:59;101.2 kPa el 27 a las 06:54;14.8 km/h el 27 a las 05:42;29.6 km/h  del 323°(NO) el 27 a las 05:24
28;Septiembre;2020;14.0°C;61%;5.7°C;101.7 kPa;0.1 km/h;0.4 km/h;327° (NNO);63.8 mm;152.0 mm;0.0 mm el 28 a las 23:59;22.0°C el 28 a las 18:17;6.4°C el 28 a las 08:33;86% el 28 a las 08:45;34% el 28 a las 16:49;101.8 kPa el 28 a las 11:36;101.5 kPa el 28 a las 18:30;5.6 km/h el 28 a las 16:49;14.8 km/h  del 242°(OSO) el 28 a las 14:07
29;Septiembre;2020;16.4°C;53%;6.0°C;101.7 kPa;0.1 km/h;0.2 km/h;229° (SO);63.8 mm;152.0 mm;0.0 mm el 29 a las 23:59;24.7°C el 29 a las 15:49;9.7°C el 29 a las 08:41;78% el 29 a las 07:47;27% el 29 a las 17:30;101.8 kPa el 29 a las 11:48;101.4 kPa el 29 a las 18:32;7.4 km/h el 29 a las 15:29;11.1 km/h  del 215°(SO) el 29 a las 15:28
30;Septiembre;2020;17.2°C;54%;7.0°C;101.4 kPa;0.4 km/h;1.1 km/h;224° (SO);63.8 mm;152.0 mm;0.0 mm el 30 a las 23:57;25.9°C el 30 a las 16:25;9.4°C el 30 a las 08:24;78% el 30 a las 09:09;30% el 30 a las 17:22;101.6 kPa el 30 a las 09:40;101.2 kPa el 30 a las 19:34;11.1 km/h el 30 a las 17:22;18.5 km/h  del 202°(SSO) el 30 a las 17:45
1;Octubre;2020;17.3°C;59%;9.3°C;100.9 kPa;2.3 km/h;5.1 km/h;323° (NO);0.0 mm;161.8 mm;0.0 mm el 01 a las 00:00;22.1°C el 01 a las 16:13;11.9°C el 01 a las 07:55;75% el 01 a las 07:43;50% el 01 a las 16:14;101.3 kPa el 01 a las 00:00;100.5 kPa el 01 a las 00:00;16.7 km/h el 01 a las 13:35;29.6 km/h  del 226°(SO) el 01 a las 16:21
2;Octubre;2020;12.9°C;69%;7.0°C;99.8 kPa;6.7 km/h;14.5 km/h;340° (NNO);6.2 mm;168.0 mm;0.4 mm el 02 a las 10:44;15.6°C el 02 a las 00:09;10.0°C el 02 a las 23:59;92% el 02 a las 11:18;44% el 02 a las 17:13;100.5 kPa el 02 a las 00:03;99.2 kPa el 02 a las 10:24;25.9 km/h el 02 a las 13:13;48.1 km/h  del 09°(N) el 02 a las 13:12
3;Octubre;2020;11.7°C;59%;3.7°C;100.7 kPa;2.9 km/h;7.7 km/h;347° (NNO);6.2 mm;168.0 mm;0.0 mm el 03 a las 23:59;16.8°C el 03 a las 16:28;7.9°C el 03 a las 09:07;73% el 03 a las 09:16;41% el 03 a las 16:33;101.1 kPa el 03 a las 23:59;100.2 kPa el 03 a las 00:24;14.8 km/h el 03 a las 13:22;29.6 km/h  del 337°(NNO) el 03 a las 13:21
4;Octubre;2020;12.4°C;64%;5.3°C;101.0 kPa;2.8 km/h;7.2 km/h;334° (NNO);6.2 mm;168.0 mm;0.0 mm el 04 a las 23:59;17.8°C el 04 a las 17:27;7.3°C el 04 a las 06:19;86% el 04 a las 09:38;40% el 04 a las 17:24;101.3 kPa el 04 a las 23:30;100.8 kPa el 04 a las 09:03;16.7 km/h el 04 a las 16:51;31.5 km/h  del 012°(NNE) el 04 a las 17:42
5;Octubre;2020;14.0°C;57%;5.4°C;101.6 kPa;3.2 km/h;7.4 km/h;353° (N);6.2 mm;168.0 mm;0.0 mm el 05 a las 23:59;18.7°C el 05 a las 17:59;9.7°C el 05 a las 08:23;69% el 05 a las 08:23;40% el 05 a las 18:02;102.0 kPa el 05 a las 23:59;101.2 kPa el 05 a las 00:28;18.5 km/h el 05 a las 08:46;31.5 km/h  del 355°(N) el 05 a las 08:46
6;Octubre;2020;17.0°C;66%;10.3°C;102.1 kPa;0.8 km/h;1.9 km/h;283° (ONO);6.2 mm;168.0 mm;0.0 mm el 06 a las 23:59;24.9°C el 06 a las 16:10;9.6°C el 06 a las 08:57;83% el 06 a las 09:18;47% el 06 a las 17:58;102.4 kPa el 06 a las 11:13;102.0 kPa el 06 a las 05:45;14.8 km/h el 06 a las 17:26;25.9 km/h  del 024°(NNE) el 06 a las 17:21
